"id","credit","duration","total","scans","voidedScans","attemptsWoScan","modifiedQuantities","fraud"
1010015,"High",212,82.33,3,9,5,2,0
1010016,"High",414,48.93,13,2,10,5,0
1010017,"High",1796,84.1,21,6,8,0,0
1010018,"High",563,13.2,7,1,4,2,0
1010019,"Low",5,5.86,23,10,6,3,0
1010020,"High",713,61.94,11,5,3,0,0
1010021,"High",1577,78.76,9,6,3,1,0
1010022,"Low",570,53.64,22,4,2,2,0
1010023,"Low",735,71.34,7,3,4,5,0
1010024,"High",1594,40.71,10,4,8,4,0
1010025,"Low",74,37.81,16,8,5,0,0
1010026,"Low",397,70.53,29,3,4,0,1
1010027,"Low",646,55.95,23,4,0,2,0
1010028,"High",1763,2.31,21,11,0,1,0
1010029,"Low",1379,28.97,21,4,0,3,0
1010030,"Low",1447,64.06,30,7,8,1,1
1010031,"High",1655,31.77,10,3,7,1,0
1010032,"High",167,94.25,6,7,6,4,0
1010033,"High",589,51.51,6,10,3,4,0
1010034,"Low",996,52.06,1,2,8,0,0
1010035,"High",157,62.49,19,2,0,0,0
1010036,"High",1010,83.2,12,0,5,2,0
1010037,"High",796,8.93,9,3,2,4,0
1010038,"High",735,64.9,30,1,9,5,0
1010039,"Low",1264,91.77,21,4,4,0,0
1010040,"Low",1039,92.3,13,3,4,1,0
1010041,"Low",679,42.65,19,8,5,0,0
1010042,"Low",1035,99.33,12,6,7,2,0
1010043,"High",451,36.48,9,2,2,5,0
1010044,"Low",1367,87.94,1,2,6,0,0
1010045,"High",133,33.75,7,1,3,4,0
1010046,"High",1202,31.43,1,11,4,4,0
1010047,"High",885,91.92,4,7,8,3,0
1010048,"Low",609,53.05,24,0,10,3,0
1010049,"Low",1460,99.53,18,11,7,5,0
1010050,"High",1553,92.65,10,1,9,0,0
1010051,"High",767,2.88,24,0,9,3,0
1010052,"Low",761,8.13,13,2,4,5,0
1010053,"Low",691,29.51,8,4,2,1,0
1010054,"Low",258,48.42,21,2,8,2,0
1010055,"Low",580,54.17,24,6,10,2,1
1010056,"Low",1634,44.96,27,11,2,3,1
1010057,"High",988,87.31,29,0,1,5,0
1010058,"High",816,27.51,5,2,10,3,0
1010059,"High",1595,87.32,7,0,10,2,0
1010060,"Low",1437,17.62,20,10,8,1,1
1010061,"High",13,61.85,18,6,2,0,0
1010062,"Low",1048,61.64,8,0,0,5,0
1010063,"High",426,60.09,28,11,1,1,0
1010064,"High",267,73.29,23,9,8,0,0
1010065,"High",1025,37.31,5,7,3,4,0
1010066,"High",1312,43.25,19,4,0,0,0
1010067,"Low",137,10.19,9,5,3,4,0
1010068,"High",1489,90.51,5,6,8,4,0
1010069,"Low",182,20.96,11,0,3,0,0
1010070,"High",1804,9.83,11,11,7,0,0
1010071,"Low",1015,5.19,18,4,3,5,0
1010072,"High",772,83.12,18,1,4,2,0
1010073,"High",787,53.09,20,3,1,1,0
1010074,"Low",1635,47.83,18,5,0,4,0
1010075,"Low",705,26.74,9,10,8,1,0
1010076,"High",1693,75.82,18,10,0,0,0
1010077,"Low",798,38.31,19,9,1,4,0
1010078,"Low",1654,46.62,1,9,1,4,0
1010079,"High",71,22.35,22,9,9,0,0
1010080,"High",751,91.63,26,6,4,0,0
1010081,"High",1400,69.12,20,11,10,4,0
1010082,"Low",1014,40.83,14,0,1,0,0
1010083,"Low",1476,71.85,21,0,3,2,0
1010084,"Low",1657,89.27,5,7,6,5,0
1010085,"High",832,64.66,1,9,10,3,0
1010086,"High",1283,45.97,17,10,7,1,0
1010087,"High",756,21.95,17,8,7,3,0
1010088,"Low",879,32.87,21,4,8,3,0
1010089,"High",1476,97.73,15,9,0,1,0
1010090,"High",260,72.75,16,7,5,4,0
1010091,"High",612,76.15,25,9,5,1,0
1010092,"High",1477,76.03,27,1,2,5,0
1010093,"High",1794,28.95,14,4,6,5,0
1010094,"Low",1487,37.15,30,2,0,4,1
1010095,"Low",44,34.51,20,1,8,1,0
1010096,"Low",201,5.82,9,2,4,0,0
1010097,"High",1282,23.65,16,3,2,4,0
1010098,"High",251,51.89,27,5,9,4,0
1010099,"High",489,42.47,25,4,4,2,0
1010100,"High",1178,93.81,29,7,8,5,1
1010101,"Low",707,45.97,15,3,8,4,0
1010102,"Low",1427,6.45,15,2,1,2,0
1010103,"High",165,41.73,18,5,2,4,0
1010104,"Low",71,28.69,6,1,4,4,0
1010105,"Low",335,30.89,16,1,2,2,0
1010106,"Low",1603,51.9,8,9,9,2,0
1010107,"Low",651,26.18,24,2,10,5,0
1010108,"Low",345,21.63,21,7,1,0,0
1010109,"Low",1329,3.67,4,6,3,4,0
1010110,"High",1495,20.94,29,11,7,5,1
1010111,"Low",826,31.93,20,7,4,5,0
1010112,"Low",45,85.52,15,8,4,4,0
1010113,"High",77,93.12,2,8,7,5,0
1010114,"Low",1609,17.25,4,9,9,1,0
1010115,"Low",455,73.76,13,8,4,3,0
1010116,"Low",395,10.91,25,3,10,1,1
1010117,"High",489,98.65,3,2,10,5,0
1010118,"Low",710,92.29,19,3,6,1,0
1010119,"Low",1324,6.41,28,11,7,1,1
1010120,"High",847,75.01,6,9,10,2,0
1010121,"High",340,27.92,5,11,0,4,0
1010122,"High",981,34.01,16,3,7,4,0
1010123,"Low",226,28.36,24,0,8,1,0
1010124,"High",1416,38.67,18,7,7,1,0
1010125,"Low",27,75.42,15,5,0,4,0
1010126,"Low",1160,68.74,22,6,5,3,1
1010127,"High",1577,31.99,27,1,3,4,0
1010128,"High",1810,31.35,29,9,7,0,1
1010129,"Low",327,82.68,24,1,7,2,0
1010130,"High",992,11.18,3,4,4,1,0
1010131,"Low",777,38.31,17,1,5,3,0
1010132,"Low",1572,16.58,13,1,10,3,0
1010133,"Low",1113,64.92,17,10,0,4,0
1010134,"Low",1583,91.78,1,7,4,2,0
1010135,"High",190,48.06,3,8,7,1,0
1010136,"High",1524,28.77,7,11,7,2,0
1010137,"Low",1551,33.12,10,11,8,0,0
1010138,"Low",1746,5.02,18,0,8,1,0
1010139,"High",1705,40.1,23,8,8,2,1
1010140,"High",1507,45.23,23,4,6,1,0
1010141,"Low",11,88.14,25,5,6,3,0
1010142,"Low",1039,87.24,15,4,1,5,0
1010143,"High",1096,16.3,7,3,5,0,0
1010144,"Low",407,76.18,25,1,3,1,0
1010145,"Low",639,65.64,30,8,6,2,1
1010146,"Low",961,55.98,10,4,7,0,0
1010147,"Low",1352,9.68,28,4,1,1,1
1010148,"Low",581,62.51,22,2,0,4,0
1010149,"High",153,28.84,27,9,3,3,0
1010150,"Low",566,52.06,13,2,5,0,0
1010151,"High",1569,50.76,16,8,4,5,0
1010152,"High",848,2.51,6,4,8,1,0
1010153,"High",1465,95.14,27,5,2,4,0
1010154,"High",833,60.53,12,2,10,0,0
1010155,"High",472,28.23,18,9,3,2,0
1010156,"Low",1231,11.33,19,7,8,5,0
1010157,"Low",168,96.96,8,0,6,3,0
1010158,"High",1158,5.18,8,4,9,2,0
1010159,"Low",1251,63.38,7,9,2,4,0
1010160,"High",1101,25.36,30,2,6,1,0
1010161,"High",281,33.61,15,5,10,5,0
1010162,"Low",1053,68.95,1,1,1,0,0
1010163,"Low",374,42.64,8,9,10,2,0
1010164,"High",183,89.92,11,7,10,4,0
1010165,"High",1233,72.19,23,11,3,2,0
1010166,"Low",1628,19.91,25,1,10,1,1
1010167,"High",1586,50.72,6,8,4,4,0
1010168,"High",97,99.47,25,8,0,2,0
1010169,"High",1577,8.91,7,7,6,1,0
1010170,"High",409,92.62,23,3,0,2,0
1010171,"High",796,64.34,13,7,5,2,0
1010172,"Low",307,30.16,2,4,3,2,0
1010173,"Low",1359,25.88,21,4,8,2,1
1010174,"Low",1027,34.44,30,11,4,2,1
1010175,"Low",532,10.01,1,4,7,4,0
1010176,"Low",1038,29.88,22,10,9,3,1
1010177,"Low",1104,7.64,17,9,10,4,0
1010178,"High",21,58.91,12,0,10,5,0
1010179,"High",967,63.91,26,0,10,4,0
1010180,"Low",1009,40.83,4,5,5,4,0
1010181,"Low",1716,36.98,9,9,4,0,0
1010182,"Low",72,17.03,9,3,4,0,0
1010183,"Low",1758,78.61,24,4,3,3,1
1010184,"Low",1553,45.59,20,0,4,3,0
1010185,"Low",1080,79.3,29,10,8,1,1
1010186,"High",372,11.67,24,11,4,1,0
1010187,"High",927,31.98,20,10,4,0,0
1010188,"Low",1201,33.85,29,11,3,1,1
1010189,"Low",1037,50,2,6,8,4,0
1010190,"High",252,18.81,27,11,1,0,0
1010191,"High",643,58.68,1,7,0,2,0
1010192,"Low",237,11.29,20,8,10,5,0
1010193,"Low",7,3.2,27,7,8,0,0
1010194,"High",97,40.31,22,7,2,4,0
1010195,"Low",358,74.06,27,5,8,4,1
1010196,"Low",200,45.37,18,6,0,0,0
1010197,"Low",1428,68.87,24,0,1,5,0
1010198,"High",704,61.14,8,9,3,5,0
1010199,"High",1187,5.22,9,1,0,3,0
1010200,"High",1713,96.68,24,9,0,0,0
1010201,"Low",478,63.93,23,8,6,3,0
1010202,"High",1154,99.35,23,9,9,4,0
1010203,"Low",1728,33.04,5,11,5,2,0
1010204,"High",649,30.53,18,3,9,0,0
1010205,"High",1324,53.17,15,1,4,4,0
1010206,"High",687,3.7,12,11,7,5,0
1010207,"High",1770,8.31,1,4,5,5,0
1010208,"High",714,36.76,24,5,2,1,0
1010209,"High",429,70.79,28,2,2,0,0
1010210,"High",63,4.83,29,8,9,4,0
1010211,"Low",395,10.37,15,1,8,1,0
1010212,"Low",1560,26.97,5,1,8,2,0
1010213,"Low",1205,92.32,28,0,10,3,1
1010214,"High",556,55.23,22,2,3,3,0
1010215,"Low",678,13.64,6,11,6,4,0
1010216,"High",1218,5.6,9,2,8,3,0
1010217,"Low",523,51.73,13,6,10,2,0
1010218,"High",1263,83,6,1,3,2,0
1010219,"Low",373,89.91,6,4,8,0,0
1010220,"High",1379,92.38,22,3,2,5,0
1010221,"Low",1274,91.16,5,10,3,1,0
1010222,"High",797,89.7,20,10,6,0,0
1010223,"High",91,44.86,23,6,3,3,0
1010224,"Low",209,90.31,24,7,8,4,0
1010225,"Low",1097,4.09,26,10,4,3,1
1010226,"High",50,10.01,27,3,2,5,0
1010227,"High",924,2.71,13,1,10,2,0
1010228,"High",1653,83.43,30,1,9,4,1
1010229,"High",1335,38.21,27,5,4,3,0
1010230,"Low",767,60.4,25,10,3,0,1
1010231,"High",1184,57.75,15,9,1,0,0
1010232,"Low",198,82.09,3,3,1,3,0
1010233,"Low",1557,67.13,14,10,7,1,0
1010234,"High",905,52.89,6,0,6,1,0
1010235,"High",1806,75.21,9,10,6,2,0
1010236,"High",580,23.82,20,3,0,4,0
1010237,"Low",1326,36.34,10,1,5,0,0
1010238,"Low",95,58.06,4,9,6,4,0
1010239,"Low",1437,38.63,24,5,0,3,0
1010240,"High",699,22.19,12,8,10,2,0
1010241,"Low",1079,65.94,25,10,2,3,1
1010242,"Low",1283,98.42,2,10,9,3,0
1010243,"Low",123,29.82,30,2,4,0,0
1010244,"High",647,53.69,27,0,2,5,0
1010245,"High",1822,65.47,8,3,4,2,0
1010246,"Low",49,70.67,28,9,1,5,0
1010247,"High",990,66.51,20,10,2,3,0
1010248,"Low",468,7.5,14,5,7,5,0
1010249,"Low",39,9.35,30,4,1,5,0
1010250,"Low",187,23.2,10,10,0,3,0
1010251,"Low",1369,41.47,22,2,9,1,1
1010252,"High",676,1.94,25,3,8,2,0
1010253,"High",1735,84.02,17,7,0,1,0
1010254,"Low",734,55.65,8,11,4,5,0
1010255,"High",903,85.92,11,7,2,0,0
1010256,"High",85,48.91,12,6,0,4,0
1010257,"Low",1118,70.64,30,7,4,0,1
1010258,"High",472,76.53,4,2,10,0,0
1010259,"High",957,72.58,26,1,8,3,0
1010260,"Low",1134,22.61,15,7,0,0,0
1010261,"High",507,87.51,6,6,4,1,0
1010262,"Low",274,24.33,24,9,3,3,1
1010263,"High",1543,24.8,16,10,1,1,0
1010264,"Low",1010,2.42,16,6,8,3,0
1010265,"Low",1520,80.48,28,1,10,2,1
1010266,"High",635,11.26,15,3,9,3,0
1010267,"High",1486,98.17,11,3,7,1,0
1010268,"High",1025,95.45,6,1,7,4,0
1010269,"Low",754,20.91,2,2,4,5,0
1010270,"High",1426,65.59,12,5,2,0,0
1010271,"High",1022,84.54,4,11,10,1,0
1010272,"High",1625,92.18,27,3,10,4,1
1010273,"Low",975,85.06,19,11,8,2,1
1010274,"Low",1051,75.64,21,9,0,0,0
1010275,"Low",1325,13.86,19,3,5,4,0
1010276,"High",434,91.83,1,10,1,5,0
1010277,"High",872,11.79,4,9,4,1,0
1010278,"High",13,0.07,28,2,3,2,0
1010279,"Low",245,92.11,15,7,3,3,0
1010280,"Low",340,67.83,1,9,10,2,0
1010281,"High",86,1.64,13,3,7,0,0
1010282,"High",1045,20.57,27,3,8,4,1
1010283,"Low",1760,74.6,28,7,2,5,1
1010284,"Low",1338,10.24,26,7,7,3,1
1010285,"Low",96,27.04,5,2,7,3,0
1010286,"Low",172,70.84,6,9,1,3,0
1010287,"High",1177,33.2,12,2,0,0,0
1010288,"High",1510,29.18,3,4,3,5,0
1010289,"High",757,99.15,18,8,2,0,0
1010290,"Low",598,34.93,27,6,0,0,0
1010291,"Low",1825,32.36,22,3,3,3,1
1010292,"High",232,83.86,2,7,3,0,0
1010293,"Low",231,28.5,19,11,9,3,0
1010294,"Low",508,60.28,19,9,9,4,0
1010295,"Low",843,24.79,23,4,2,1,0
1010296,"High",1397,19.39,1,3,5,2,0
1010297,"High",764,69.87,15,3,2,2,0
1010298,"High",979,16.87,24,3,0,3,0
1010299,"High",1431,89.96,18,2,10,1,0
1010300,"High",1576,10.87,5,2,2,1,0
1010301,"High",194,34.89,13,1,9,1,0
1010302,"Low",1713,25.94,22,5,6,3,1
1010303,"Low",498,15.27,21,10,5,2,0
1010304,"High",341,22.77,10,0,7,1,0
1010305,"High",957,24.07,9,2,4,0,0
1010306,"Low",343,66.27,3,1,2,4,0
1010307,"Low",219,6.7,11,11,2,1,0
1010308,"Low",861,66.91,25,8,2,4,0
1010309,"Low",1110,36.8,10,9,7,2,0
1010310,"Low",1565,9.27,12,11,2,3,0
1010311,"Low",287,30.75,3,3,4,2,0
1010312,"High",205,10.86,22,11,7,5,0
1010313,"Low",1816,34.34,9,9,2,2,0
1010314,"High",1266,66.84,27,11,2,1,1
1010315,"Low",1583,18.8,1,1,4,5,0
1010316,"High",1754,26.55,15,5,3,5,0
1010317,"Low",183,94.87,19,1,7,3,0
1010318,"Low",838,96.85,11,6,5,0,0
1010319,"High",1364,29.31,20,10,9,0,0
1010320,"Low",69,66.2,20,4,9,0,0
1010321,"High",929,49.38,4,4,3,3,0
1010322,"High",1420,87.2,4,11,4,2,0
1010323,"High",761,66.13,20,4,5,0,0
1010324,"High",348,16.91,15,1,7,3,0
1010325,"Low",1764,58.21,22,2,4,4,0
1010326,"Low",1694,24.65,22,3,6,0,1
1010327,"Low",1140,73.13,25,2,1,4,0
1010328,"High",1605,95.86,21,0,0,2,0
1010329,"High",1267,6.06,18,9,0,2,0
1010330,"Low",174,4.37,18,6,5,2,0
1010331,"Low",1124,43.19,22,9,2,4,0
1010332,"Low",691,69.41,2,5,5,3,0
1010333,"Low",1033,58.22,8,8,0,3,0
1010334,"High",28,17.02,4,4,5,4,0
1010335,"Low",104,65.59,24,2,10,5,0
1010336,"High",1766,32.89,27,1,5,1,0
1010337,"Low",75,24.58,26,9,4,5,0
1010338,"Low",1114,88.43,7,1,6,0,0
1010339,"High",99,51.71,23,6,5,1,0
1010340,"High",1076,74.41,10,3,8,0,0
1010341,"Low",1444,88.92,25,8,0,2,1
1010342,"Low",446,66.7,30,7,3,4,1
1010343,"Low",1119,64.9,3,5,5,2,0
1010344,"High",1630,84.79,30,6,2,5,1
1010345,"Low",990,46.38,11,3,8,1,0
1010346,"Low",1552,81.41,19,0,9,1,0
1010347,"Low",760,28.85,6,5,3,1,0
1010348,"High",1482,85.83,28,7,7,1,1
1010349,"Low",1292,93.32,15,5,4,4,0
1010350,"Low",675,69.26,6,5,0,3,0
1010351,"High",277,63.92,5,6,3,4,0
1010352,"Low",239,61.9,17,6,0,2,0
1010353,"High",1646,34.53,5,5,5,0,0
1010354,"High",1151,5.65,29,1,8,1,0
1010355,"High",204,10.52,12,5,4,0,0
1010356,"High",531,84.3,14,0,6,0,0
1010357,"High",609,35.54,6,9,7,2,0
1010358,"Low",1620,95.36,4,1,3,5,0
1010359,"Low",130,24.93,7,0,4,2,0
1010360,"Low",114,25.86,2,10,4,2,0
1010361,"Low",1609,79.37,9,9,7,2,0
1010362,"Low",1073,66.22,17,11,8,4,0
1010363,"High",1615,81.64,29,6,8,0,1
1010364,"High",44,19.7,30,4,4,3,0
1010365,"High",694,93.19,28,1,5,2,0
1010366,"High",707,1.72,11,9,5,4,0
1010367,"High",185,84.49,28,9,4,2,0
1010368,"High",173,32.89,26,9,2,4,0
1010369,"High",1510,17.47,20,3,6,5,0
1010370,"Low",1168,27.53,29,3,6,1,1
1010371,"High",653,82.47,19,3,0,0,0
1010372,"Low",611,53.92,13,10,7,2,0
1010373,"Low",1357,81.97,1,6,8,4,0
1010374,"High",251,70.11,25,6,7,4,0
1010375,"Low",401,11.06,17,6,2,5,0
1010376,"Low",746,39.08,1,10,7,3,0
1010377,"High",1306,6.46,15,10,2,4,0
1010378,"Low",30,21.28,22,5,9,5,0
1010379,"High",1439,2.58,14,8,6,4,0
1010380,"Low",694,50.78,22,3,10,2,0
1010381,"Low",201,39.98,13,0,0,1,0
1010382,"High",479,73.65,23,2,1,4,0
1010383,"Low",1465,87.8,12,8,7,3,0
1010384,"Low",1576,42.3,19,10,10,2,1
1010385,"High",1122,88.62,14,7,8,5,0
1010386,"Low",1471,39.29,19,11,4,5,0
1010387,"High",491,9.21,15,9,4,4,0
1010388,"High",1317,33.25,30,0,2,2,0
1010389,"Low",1692,46.56,19,1,3,0,0
1010390,"High",342,2.42,29,10,5,4,1
1010391,"Low",948,99.13,7,11,9,3,0
1010392,"Low",935,91.74,20,8,7,1,0
1010393,"Low",1027,26.76,10,6,8,4,0
1010394,"High",227,57.21,22,7,5,4,0
1010395,"Low",643,26.8,8,2,1,3,0
1010396,"High",691,20.35,11,1,2,4,0
1010397,"High",737,77.17,8,1,4,4,0
1010398,"Low",846,17.74,6,7,0,2,0
1010399,"Low",235,11.65,30,6,7,4,1
1010400,"Low",1145,62.63,18,10,1,3,0
1010401,"High",1682,30.41,22,2,8,1,0
1010402,"High",535,58.35,29,3,9,5,1
1010403,"Low",1606,15.66,11,6,1,4,0
1010404,"High",329,14.9,30,10,10,5,1
1010405,"High",751,84.44,17,3,7,0,0
1010406,"Low",141,11.47,2,9,6,5,0
1010407,"High",83,30.49,25,1,4,0,0
1010408,"High",1444,82.6,16,2,9,1,0
1010409,"High",1626,72.91,3,2,2,3,0
1010410,"High",292,58.55,5,7,0,3,0
1010411,"Low",1201,59.1,23,0,6,0,0
1010412,"High",388,60.21,1,11,7,4,0
1010413,"Low",747,12.55,19,7,0,2,0
1010414,"High",118,26.22,4,5,8,1,0
1010415,"High",87,93.81,30,8,3,2,0
1010416,"High",1386,61.38,6,8,3,2,0
1010417,"High",362,61.75,18,1,6,0,0
1010418,"Low",1699,95.65,18,9,7,0,1
1010419,"High",1373,46.03,14,5,3,2,0
1010420,"Low",282,0.85,29,8,1,5,1
1010421,"Low",402,62.31,14,2,5,5,0
1010422,"High",1310,11.05,7,10,9,1,0
1010423,"Low",1770,31.26,28,1,5,5,1
1010424,"High",1382,79.75,30,0,3,0,0
1010425,"Low",1590,35.88,20,5,0,2,0
1010426,"Low",39,26.87,14,9,2,1,0
1010427,"High",1479,44.82,15,0,2,2,0
1010428,"Low",339,34.8,26,5,0,1,0
1010429,"Low",87,64.93,28,2,0,5,0
1010430,"High",194,93.35,8,4,8,5,0
1010431,"Low",1532,19.11,10,3,1,0,0
1010432,"High",550,72.14,28,10,9,3,1
1010433,"Low",1131,88.77,29,8,9,3,1
1010434,"High",1427,26.2,16,1,7,4,0
1010435,"Low",1549,82.66,13,8,4,2,0
1010436,"High",1053,45.81,16,10,9,3,0
1010437,"High",1328,71.35,16,0,3,0,0
1010438,"Low",1403,42.2,8,9,3,4,0
1010439,"Low",1626,8.87,13,8,0,0,0
1010440,"High",73,26.52,30,9,6,0,0
1010441,"High",457,33.62,2,9,3,1,0
1010442,"High",1442,45.66,9,7,6,1,0
1010443,"Low",216,44.25,20,7,3,5,0
1010444,"High",995,47.61,3,11,5,1,0
1010445,"High",1149,42.78,8,11,2,2,0
1010446,"High",276,64.45,27,8,8,5,0
1010447,"Low",290,58.91,28,3,7,2,1
1010448,"Low",1408,67.73,26,1,5,1,1
1010449,"High",439,67.4,28,10,9,4,1
1010450,"High",346,46.32,17,3,9,4,0
1010451,"Low",376,60.59,6,9,6,2,0
1010452,"Low",1128,79.06,12,3,9,4,0
1010453,"High",1569,66.83,3,5,0,4,0
1010454,"Low",414,87.89,12,0,6,5,0
1010455,"Low",554,21.15,6,2,1,0,0
1010456,"High",1441,74.28,8,0,10,5,0
1010457,"Low",1024,92.73,22,1,7,0,0
1010458,"High",1455,27,23,11,9,2,1
1010459,"Low",839,68.04,3,2,0,1,0
1010460,"High",756,59.56,21,11,9,4,0
1010461,"Low",769,9.28,22,0,8,0,0
1010462,"High",723,25.86,26,4,8,5,0
1010463,"High",462,34.25,25,3,6,5,0
1010464,"High",1221,29.43,20,4,0,2,0
1010465,"High",300,5.22,15,4,5,5,0
1010466,"High",1085,36,9,10,3,1,0
1010467,"Low",504,81.44,24,8,5,5,1
1010468,"High",670,15.38,7,10,4,2,0
1010469,"High",384,10.86,27,7,9,5,0
1010470,"High",1786,47.69,27,9,10,2,1
1010471,"Low",1501,67.83,10,6,8,5,0
1010472,"High",890,33.58,23,1,2,3,0
1010473,"Low",426,68.58,13,7,9,2,0
1010474,"High",448,56.43,5,3,9,1,0
1010475,"Low",271,25.9,12,1,4,2,0
1010476,"High",479,42.51,19,11,4,2,0
1010477,"Low",1008,14.46,4,7,2,2,0
1010478,"Low",597,38.33,14,3,10,3,0
1010479,"High",1536,15.76,6,1,6,2,0
1010480,"Low",468,46.72,10,10,3,1,0
1010481,"Low",239,31.29,20,0,8,2,0
1010482,"High",409,50.44,18,9,9,4,0
1010483,"High",951,50.9,26,7,2,1,0
1010484,"Low",166,28.39,20,4,4,3,0
1010485,"High",64,64.3,21,1,8,2,0
1010486,"Low",638,4.96,17,9,6,2,0
1010487,"Low",1158,53.76,9,2,7,4,0
1010488,"Low",155,61.07,18,4,4,2,0
1010489,"High",371,40.74,20,10,3,4,0
1010490,"Low",1555,37.96,5,6,4,1,0
1010491,"Low",761,87.93,21,11,6,2,0
1010492,"Low",314,31.4,6,8,9,1,0
1010493,"Low",493,53.22,2,2,7,4,0
1010494,"Low",443,75.39,28,8,4,2,1
1010495,"High",990,96.74,18,11,9,4,0
1010496,"High",1089,99.26,15,11,6,1,0
1010497,"High",1237,31.19,15,3,6,0,0
1010498,"High",325,5.24,27,11,4,4,0
1010499,"High",1636,35.08,13,11,3,1,0
1010500,"Low",1125,4.16,2,4,9,2,0
1010501,"High",523,43.71,24,11,3,2,0
1010502,"Low",734,96.5,11,11,1,1,0
1010503,"Low",616,64.97,18,7,9,4,0
1010504,"Low",382,65.64,1,3,0,4,0
1010505,"High",401,24.71,29,7,2,0,0
1010506,"Low",691,28.62,20,8,3,1,0
1010507,"High",1245,81.27,13,5,8,5,0
1010508,"High",563,65.85,16,1,1,1,0
1010509,"Low",313,93.91,29,2,2,2,0
1010510,"Low",620,84.93,17,11,3,0,0
1010511,"Low",584,22.29,10,8,1,5,0
1010512,"High",427,47.58,22,9,3,0,0
1010513,"Low",69,32.83,8,6,7,2,0
1010514,"Low",39,97.41,7,1,3,1,0
1010515,"High",1172,68.95,10,2,4,0,0
1010516,"Low",958,56.79,19,3,7,2,0
1010517,"High",27,84.27,6,2,7,0,0
1010518,"Low",501,19.81,15,0,9,4,0
1010519,"High",1599,84.14,29,7,4,2,1
1010520,"Low",376,58.96,8,8,6,3,0
1010521,"High",841,16.41,7,5,2,0,0
1010522,"High",567,23.9,11,8,9,5,0
1010523,"High",1297,3.03,30,1,6,4,0
1010524,"High",1100,25.24,16,11,5,5,0
1010525,"High",1519,65.35,17,8,8,5,0
1010526,"Low",1293,37.61,4,11,2,4,0
1010527,"Low",1258,27.56,27,0,3,2,1
1010528,"High",235,51.96,21,5,7,1,0
1010529,"Low",1616,74.36,9,11,8,0,0
1010530,"Low",949,51.79,11,1,7,3,0
1010531,"Low",892,66.94,29,6,9,1,1
1010532,"Low",1401,38.08,24,2,3,2,0
1010533,"Low",652,51.05,11,2,10,5,0
1010534,"Low",364,26.87,17,4,3,4,0
1010535,"High",1678,84.99,3,8,10,3,0
1010536,"Low",1323,83.6,22,7,4,4,1
1010537,"High",1533,6.94,29,9,5,2,1
1010538,"Low",1657,44.9,21,11,6,1,1
1010539,"Low",1109,30.87,17,3,5,5,0
1010540,"Low",834,43.93,5,4,6,1,0
1010541,"Low",619,47.99,3,7,1,0,0
1010542,"High",1828,99.02,15,10,5,3,0
1010543,"Low",663,18.64,29,8,4,3,1
1010544,"Low",803,87.64,17,3,2,4,0
1010545,"Low",776,43.17,6,10,2,4,0
1010546,"High",543,81.05,10,4,2,2,0
1010547,"Low",375,91.51,13,0,6,4,0
1010548,"Low",956,68.08,21,6,8,3,1
1010549,"Low",1547,33.3,30,4,6,5,1
1010550,"Low",1692,23.35,20,8,8,3,1
1010551,"Low",248,63.01,27,10,6,1,1
1010552,"High",1791,12.36,29,10,2,3,1
1010553,"Low",687,71.81,10,7,1,0,0
1010554,"Low",1628,22.43,16,5,7,0,0
1010555,"Low",669,4.83,12,3,2,2,0
1010556,"High",1494,24.17,21,5,8,0,0
1010557,"High",282,91.05,3,11,1,3,0
1010558,"High",11,23.91,18,1,10,5,0
1010559,"Low",90,53.33,27,11,8,2,1
1010560,"High",1096,74.39,29,1,9,0,1
1010561,"Low",750,57.75,20,1,2,3,0
1010562,"High",1811,60.73,15,5,10,5,0
1010563,"High",970,42.3,21,0,7,0,0
1010564,"High",764,11.4,2,7,3,1,0
1010565,"High",224,98.53,15,2,9,3,0
1010566,"Low",1314,38.72,19,1,5,4,0
1010567,"Low",1734,51.71,16,2,5,3,0
1010568,"High",629,4.57,10,7,8,1,0
1010569,"High",66,27.64,26,9,3,5,0
1010570,"High",95,11.2,12,1,0,3,0
1010571,"Low",479,77.83,9,4,1,3,0
1010572,"High",1140,86.77,9,10,9,4,0
1010573,"Low",1257,82.96,25,7,10,4,1
1010574,"High",1492,55.42,5,6,0,5,0
1010575,"Low",1186,50.6,2,7,10,5,0
1010576,"High",564,52.88,5,5,9,5,0
1010577,"Low",558,16.2,28,2,4,1,0
1010578,"High",940,73.36,2,2,9,2,0
1010579,"High",1824,68.55,14,8,4,3,0
1010580,"Low",810,31.02,13,5,7,5,0
1010581,"High",310,9.52,27,3,9,2,0
1010582,"High",370,86.5,27,6,3,5,0
1010583,"Low",1273,11.01,13,4,4,2,0
1010584,"High",1400,76.61,11,8,10,1,0
1010585,"High",316,97.67,27,10,0,3,0
1010586,"Low",1158,9.16,4,4,0,2,0
1010587,"High",978,23.78,2,3,10,1,0
1010588,"High",986,84.34,11,7,5,3,0
1010589,"Low",706,76.64,18,11,4,2,0
1010590,"Low",707,55.97,13,2,3,3,0
1010591,"High",1385,86.72,10,2,7,2,0
1010592,"Low",1690,54.74,9,0,4,3,0
1010593,"Low",742,39.5,1,5,6,5,0
1010594,"Low",853,77.91,15,0,3,3,0
1010595,"Low",1573,75.4,8,0,7,2,0
1010596,"High",918,39.59,11,7,7,0,0
1010597,"Low",636,30.2,29,6,2,3,1
